Sale_ID,Store_Code,Branch,Province,Region,Product_Name,Category,Sale_Date,Quantity,Unit_Price,Discount_Percent
SALE-00139,BKK-01,Central Rama 9, Bangkok ,Central,Travel Mug,Merchandise,28-Mar-2026,6,336.00,0
SALE-00039,BKK-01,Central Rama 9,Bangkok,Central,Butter Croissant,Bakery,25/04/2026,1,65.00,0
SALE-00239,PKT-01,Phuket Town,Phuket,South,Premium Coffee,Beverage,13/04/2026,7,89.25,5
SALE-00197,CBI-02,Pattaya,Chonburi,East,Butter Croissant,Bakery,02-Jun-2026,2,65.00,5
SALE-00256,CBI-02,Pattaya,Chonburi,East,PREMIUM COFFEE,Beverage,20-Mar-2026,1,89.25,0
SALE-00292,PKT-01,Phuket Town,Phuket,South,Mineral Water,Beverage,30-Mar-2026,6,26.25,0
SALE-00073,PKT-01,Phuket Town,Phuket,South,caesar salad,Food,03-Mar-2026,1,110.00,0
SALE-00279,CBI-01,Bangsaen,CHONBURI,East,Caesar Salad,Food,26/04/2026,7,115.50,15
SALE-00079,CBI-01,Bangsaen,Chonburi,East,Cookie Box,Bakery,23/06/2026,2,142.50,0
SALE-00021,BKK-02,Siam Square,Bangkok,Central,Travel Mug,Merchandise,27/06/2026,5,336.00,5
SALE-00272,BKK-01,Central Rama 9,Bangkok,CENTRAL,Premium Coffee,Beverage,16/03/2026,4,89.25,10
SALE-00190,BKK-02,SIAM SQUARE,BANGKOK,Central,caesar salad,Food,2026-04-12,1,110.00,10
SALE-00074,CBI-01,Bangsaen,Chonburi,East,Chicken Sandwich,Food,31/03/2026,2,95.00,5
SALE-00099,BKK-01,Central Rama 9,Bangkok,Central, Caesar Salad ,Food,15/04/2026,3,110.00,0
SALE-00227,CMI-01,Nimman,Chiang Mai,North,Chicken Sandwich,Food,2026-05-14,6,90.25,0
SALE-00147,CBI-02,Pattaya,Chonburi,East,Chicken Sandwich,Food,2026-03-04,5,90.25,10
SALE-00098,BKK-01,Central Rama 9,Bangkok, Central ,Caesar Salad,Food,16/05/2026,8,110.00,0
SALE-00072,BKK-01,Central Rama 9,Bangkok,Central, Mineral Water ,Beverage,2026-05-21,6,23.75,0
SALE-00001,CBI-02,Pattaya,Chonburi,East,Caesar Salad,Food,13-May-2026,5,104.50,0
SALE-00226,RYG-01,Rayong City,Rayong,East,Thai Milk Tea, Beverage ,13-May-2026,1,70.00,0
SALE-00311,CMI-01,Nimman,CHIANG MAI,North,Chocolate Cake,Bakery,2026-04-25,7,114.00,0
SALE-00290,RYG-01,rayong city,Rayong,East,Chicken Sandwich,Food,11-Jun-2026,2,95.00,15
SALE-00274,RYG-01,Rayong City,Rayong,East,Travel Mug,Merchandise,23-Apr-2026,1,320.00,0
SALE-00265,PKT-01,Phuket Town,Phuket,South,Premium Coffee,Beverage,2026-04-21,8,89.25,10
SALE-00247,BKK-02,Siam Square,Bangkok,Central,Chocolate Cake,Bakery,2026-04-30,4,126.00,0
SALE-00113,RYG-01, Rayong City ,Rayong,East,Tote Bag,Merchandise,11-Mar-2026,2,189.00,0
SALE-00309,BKK-02,Siam Square,Bangkok, Central ,Chicken Sandwich,Food,05/04/2026,5,99.75,5
SALE-00063,CBI-02,PATTAYA, Chonburi ,East, Mineral Water ,Beverage,27-Jun-2026,6,23.75,10
SALE-00102,BKK-01,central rama 9, Bangkok , Central ,Cookie Box,Bakery,11-Mar-2026,2,142.50,15
SALE-00276,KKN-01,Khon Kaen Center,Khon Kaen,Northeast,mineral water,Beverage,2026-06-11,3,25.00,0
SALE-00297,CBI-01,Bangsaen, Chonburi ,East,Butter Croissant, Bakery ,2026-04-28,3,61.75,10
SALE-00045,CBI-01,BANGSAEN,Chonburi,East,Chicken Sandwich,Food,12-May-2026,1,95.00,15
SALE-00052,PKT-01,Phuket Town,Phuket,South,Tote Bag,Merchandise,01/06/2026,7,189.00,15
SALE-00058,CBI-02,PATTAYA,Chonburi,East,Butter Croissant,Bakery,12/04/2026,6,65.00,0
SALE-00132,CBI-01,Bangsaen,Chonburi,East,Butter Croissant, Bakery ,25/05/2026,8,65.00,0
SALE-00182,CMI-01,Nimman,Chiang Mai,North, Travel Mug ,Merchandise,16-Apr-2026,8,320.00,0
SALE-00049,RYG-01,Rayong City, Rayong ,East,Tote Bag,Merchandise,09-Apr-2026,2,189.00,0
SALE-00196,PKT-01,Phuket Town,Phuket, South ,Mineral Water,Beverage,2026-06-20,7,25.00,0
SALE-00048,BKK-01,Central Rama 9,Bangkok,Central,Thai Milk Tea,Beverage,01-May-2026,5,70.00,15
SALE-00307,CBI-02,Pattaya,Chonburi,East,Caesar Salad,Food,13-May-2026,6,110.00,0
SALE-00168,BKK-02,Siam Square,Bangkok,Central,Chicken Sandwich,Food,2026-03-08,6,95.00,0
SALE-00040,PKT-01,Phuket Town,Phuket,South,Chocolate Cake,Bakery,13/06/2026,8,120.00,5
SALE-00041,PKT-01,Phuket Town, Phuket ,South,CHOCOLATE CAKE,Bakery,29-Apr-2026,1,120.00,0
SALE-00133,CBI-01,Bangsaen,CHONBURI,East,Tote Bag,Merchandise,16/05/2026,2,189.00,0
SALE-00188,PKT-01,Phuket Town,Phuket,South,Travel Mug,Merchandise,12/04/2026,5,320.00,5
SALE-00167,RYG-01,Rayong City,Rayong,East,Travel Mug,Merchandise,31-May-2026,1,320.00,0
SALE-00091,BKK-02,Siam Square,Bangkok,Central,premium coffee,Beverage,2026-06-02,7,85.00,0
SALE-00006,CBI-01,BANGSAEN,Chonburi,East,Travel Mug,Merchandise,22-May-2026,6,304.00,0
SALE-00225,BKK-02,Siam Square,Bangkok,Central,Mineral Water,Beverage,2026-03-28,1,25.00,0
SALE-00053,CBI-02, Pattaya ,Chonburi,East,Chocolate Cake,Bakery,2026-04-28,1,126.00,15
SALE-00241,BKK-01,Central Rama 9,Bangkok,Central,Tote Bag,Merchandise,05-Apr-2026,6,189.00,0
SALE-00141,PKT-01,Phuket Town,Phuket,South,Chicken Sandwich, Food ,16-Mar-2026,5,95.00,15
SALE-00067,KKN-01,Khon Kaen Center,Khon Kaen,Northeast,Mineral Water,Beverage,12-May-2026,1,25.00,15
SALE-00125,KKN-01,Khon Kaen Center,Khon Kaen,Northeast,CAESAR SALAD,Food,26-Apr-2026,1,115.50,0
SALE-00200,CBI-02,Pattaya, Chonburi ,East,Travel Mug, Merchandise ,01-Apr-2026,6,320.00,0
SALE-00107,CBI-01,bangsaen,Chonburi,East,Chicken Sandwich,Food,2026-03-31,3,95.00,0
SALE-00101,CBI-02,Pattaya,Chonburi,East,CHOCOLATE CAKE,Bakery,24/03/2026,3,126.00,0
SALE-00273,RYG-01,Rayong City,Rayong,East,Mineral Water,Beverage,30-Mar-2026,6,23.75,5
SALE-00092,BKK-01,Central Rama 9,BANGKOK,Central,Thai Milk Tea,Beverage,04/03/2026,6,73.50,0
SALE-00121,RYG-01,Rayong City,Rayong,East,Caesar Salad,Food,23/03/2026,8,110.00,0
SALE-00302,BKK-02,Siam Square, Bangkok ,Central,Thai Milk Tea,BEVERAGE,14/04/2026,5,70.00,5
SALE-00181,RYG-01, Rayong City ,Rayong,East,Butter Croissant,Bakery,2026-03-15,4,65.00,15
SALE-00300,CBI-01,Bangsaen,Chonburi,East,Tote Bag,Merchandise,05/05/2026,5,180.00,15
SALE-00224,RYG-01,Rayong City,Rayong,East,Chocolate Cake,Bakery,2026-05-09,2,120.00,0
SALE-00070,CBI-01,Bangsaen,CHONBURI,East,Butter Croissant,Bakery,08/04/2026,6,68.25,10
SALE-00299,BKK-01,Central Rama 9,Bangkok,Central,Mineral Water,Beverage,19-May-2026,4,25.00,5
SALE-00059,PKT-01,Phuket Town,Phuket,South,Butter Croissant,Bakery,2026-06-29,1,65.00,5
SALE-00044,BKK-02,Siam Square,Bangkok,Central,chocolate cake, Bakery ,17-Mar-2026,5,120.00,0
SALE-00179,CBI-01,Bangsaen,Chonburi,East,Premium Coffee,BEVERAGE,2026-04-10,3,85.00,0
SALE-00110,BKK-02,Siam Square,Bangkok,Central,Chicken Sandwich,Food,2026-06-08,5,99.75,0
SALE-00186,CBI-02,Pattaya,Chonburi,East,Chocolate Cake,Bakery,01-May-2026,8,126.00,5
SALE-00212,BKK-02,Siam Square,Bangkok,Central,Chocolate Cake,Bakery,21-Apr-2026,6,120.00,0
SALE-00269,CBI-02,Pattaya,CHONBURI,East, Butter Croissant ,Bakery,14-May-2026,3,61.75,15
SALE-00306,BKK-01,Central Rama 9,Bangkok,Central, Thai Milk Tea ,Beverage,26/05/2026,5,70.00,0
SALE-00280,CMI-01,Nimman,Chiang Mai,North,Mineral Water,Beverage,11-Jun-2026,1,25.00,15
SALE-00192,CMI-01,Nimman, Chiang Mai ,North,Butter Croissant,Bakery,16/05/2026,5,65.00,5
SALE-00319,CMI-01,nimman, Chiang Mai ,North,Tote Bag,Merchandise,27-Apr-2026,6,180.00,0
SALE-00080,BKK-02,Siam Square,Bangkok,Central,Butter Croissant, Bakery ,2026-03-15,3,65.00,5
SALE-00234,BKK-02,SIAM SQUARE,Bangkok,Central,Caesar Salad,Food,30-Apr-2026,5,115.50,0
SALE-00263,RYG-01,Rayong City,Rayong,East,COOKIE BOX,BAKERY,11-Jun-2026,7,157.50,0
SALE-00266,BKK-02,Siam Square,Bangkok,Central, Butter Croissant , Bakery ,15-Jun-2026,7,61.75,0
SALE-00018,RYG-01, Rayong City ,Rayong,East,Butter Croissant,Bakery,12/06/2026,5,61.75,10
SALE-00089,BKK-02,SIAM SQUARE,Bangkok,CENTRAL,Premium Coffee,Beverage,2026-04-26,7,89.25,15
SALE-00007,KKN-01,Khon Kaen Center, Khon Kaen ,Northeast,Butter Croissant,Bakery,19-May-2026,1,68.25,0
SALE-00012,BKK-02,Siam Square,BANGKOK, Central ,Tote Bag,Merchandise,30-May-2026,3,180.00,0
SALE-00145,KKN-01,Khon Kaen Center,Khon Kaen,NORTHEAST,Travel Mug, Merchandise ,26/03/2026,1,304.00,15
